CASEID,YEAR,ID,AGE,SEX,RACECEN1,HISPANIC,EDUC,MARHOMO
60039,2016,440,26,1,1,1,16,1
60040,2016,441,29,2,1,1,16,1
60041,2016,442,48,1,1,1,16,0
60042,2016,443,30,1,1,1,20,1
60043,2016,444,56,1,1,1,12,1
60044,2016,445,28,1,1,1,12,2
60045,2016,446,99,2,99,99,14,0
60046,2016,447,65,1,1,1,12,5
60047,2016,448,43,1,1,1,12,0
60048,2016,449,49,1,1,1,16,1
60049,2016,450,19,2,1,1,12,0
60050,2016,451,30,2,1,1,14,1
60051,2016,452,67,1,1,1,12,2
60052,2016,453,37,2,1,2,15,0
60053,2016,454,40,1,1,1,12,0
60054,2016,455,65,1,1,1,17,3
60055,2016,456,63,2,1,2,12,3
60056,2016,457,34,2,4,1,17,1
60057,2016,458,37,2,1,1,16,1
60058,2016,459,48,2,1,1,18,0
60059,2016,460,81,1,1,1,12,5
60060,2016,461,58,2,1,1,20,1
60061,2016,462,64,2,1,1,18,0
60062,2016,463,37,2,1,1,20,1
60063,2016,464,66,1,1,1,16,0
60064,2016,465,31,1,1,1,19,1
60065,2016,466,64,1,1,1,16,0
60066,2016,467,57,2,1,1,18,1
60067,2016,468,59,2,1,4,20,1
60068,2016,469,29,2,1,1,16,0
60069,2016,470,59,1,1,1,16,1
60070,2016,471,59,2,1,1,18,1
60071,2016,472,71,1,1,1,16,0
60072,2016,473,36,1,1,1,18,0
60073,2016,474,29,1,1,1,13,2
60074,2016,475,28,1,1,1,16,1
60075,2016,476,76,2,2,1,12,0
60076,2016,477,71,2,1,1,9,2
60077,2016,478,24,1,1,1,16,0
60078,2016,479,61,2,1,1,12,2
60079,2016,480,34,2,6,1,19,1
60080,2016,481,48,1,1,1,14,1
60081,2016,482,27,1,1,1,16,1
60082,2016,483,26,2,1,1,16,2
60083,2016,484,31,2,16,3,12,4
60084,2016,485,61,2,1,1,14,0
60085,2016,486,44,2,1,1,18,2
60086,2016,487,84,1,1,1,14,0
60087,2016,488,73,1,1,1,20,1
60088,2016,489,37,1,1,1,12,1
60089,2016,490,82,2,1,1,14,4
60090,2016,491,29,1,16,6,12,3
60091,2016,492,72,2,1,1,10,0
60092,2016,493,37,1,3,3,2,0
60093,2016,494,32,1,4,1,20,1
60094,2016,495,23,2,3,6,12,0
60095,2016,496,50,1,3,2,12,3
60096,2016,497,34,1,1,1,13,5
60097,2016,498,42,2,1,1,12,0
60098,2016,499,58,2,1,1,12,1
60099,2016,500,33,2,1,1,12,0
60100,2016,501,58,2,1,1,13,2
60101,2016,502,22,1,1,1,15,1
60102,2016,503,24,2,1,1,14,2
60103,2016,504,32,2,2,1,12,3
60104,2016,505,20,1,1,1,12,4
60105,2016,506,19,1,1,1,12,0
60106,2016,507,54,2,1,1,16,1
60107,2016,508,21,2,1,1,15,0
60108,2016,509,55,2,1,1,16,3
60109,2016,510,42,2,1,1,16,1
60110,2016,511,65,2,1,1,12,0
60111,2016,512,68,2,1,1,18,1
60112,2016,513,59,2,1,1,14,4
60113,2016,514,32,1,1,1,12,1
60114,2016,515,51,1,1,1,13,1
60115,2016,516,69,1,1,1,12,0
60116,2016,517,34,2,1,1,19,1
60117,2016,518,24,1,1,1,15,8
60118,2016,519,45,2,1,1,17,1
60119,2016,520,34,2,1,1,10,0
60120,2016,521,58,1,1,1,13,1
60121,2016,522,47,2,1,1,20,1
60122,2016,523,50,1,1,1,18,1
60123,2016,524,33,2,5,1,16,1
60124,2016,525,85,1,1,1,17,0
60125,2016,526,45,2,1,1,16,0
60126,2016,527,23,2,1,2,14,1
60127,2016,528,33,1,1,1,18,1
60128,2016,529,51,2,5,1,16,3
60129,2016,530,52,2,1,1,16,2
60130,2016,531,78,2,1,1,14,0
60131,2016,532,69,1,1,1,20,1
60132,2016,533,62,2,1,1,16,0
60133,2016,534,74,2,1,1,17,1
60134,2016,535,76,1,6,1,16,0
60135,2016,536,76,2,1,1,17,1
60136,2016,537,47,1,3,2,6,1
60137,2016,538,31,2,1,10,12,5
60138,2016,539,87,2,1,1,12,2
60139,2016,540,28,1,98,2,11,0
60140,2016,541,47,1,2,1,14,0
60141,2016,542,58,2,1,1,18,1
60142,2016,543,32,1,2,1,13,0
60143,2016,544,47,2,1,1,20,0
60144,2016,545,27,2,2,1,20,1
60145,2016,546,57,2,1,1,16,0
60146,2016,547,32,2,2,1,13,1
60147,2016,548,24,1,1,2,12,1
60148,2016,549,81,2,1,24,6,0
60149,2016,550,19,2,7,1,12,1
60150,2016,551,44,2,5,2,12,0
60151,2016,552,41,1,1,2,7,2
60152,2016,553,67,1,2,1,12,0
60153,2016,554,36,1,2,1,14,0
60154,2016,555,33,1,4,1,16,1
60155,2016,556,48,1,16,2,10,5
60156,2016,557,47,2,16,2,12,1
60157,2016,558,72,2,1,1,15,1
60158,2016,559,60,2,1,1,19,1
60159,2016,560,89,2,1,1,8,0
60160,2016,561,45,2,16,2,6,4
60161,2016,562,70,2,1,1,20,1
60162,2016,563,79,2,6,1,12,2
60163,2016,564,37,2,1,2,14,1
60164,2016,565,39,2,1,1,17,2
60165,2016,566,57,2,1,1,12,2
60166,2016,567,55,2,2,1,15,1
60167,2016,568,28,1,1,1,14,3
60168,2016,569,58,1,1,1,13,0
60169,2016,570,64,2,1,1,9,2
60170,2016,571,32,1,1,1,16,0
60171,2016,572,63,1,1,1,16,4
60172,2016,573,47,2,2,1,16,8
60173,2016,574,40,2,2,1,12,0
60174,2016,575,38,1,1,1,14,2
60175,2016,576,63,2,1,1,16,0
60176,2016,577,49,2,5,1,18,8
60177,2016,578,74,2,1,1,12,2
60178,2016,579,66,2,2,1,12,0
60179,2016,580,34,1,1,1,16,1
60180,2016,581,42,1,1,1,12,5
60181,2016,582,66,1,1,1,8,0
60182,2016,583,46,2,2,1,12,4
60183,2016,584,51,1,2,1,14,5
60184,2016,585,20,2,1,2,12,0
60185,2016,586,54,2,1,1,7,1
60186,2016,587,55,1,2,1,12,0
60187,2016,588,58,1,2,1,14,0
60188,2016,589,53,1,1,1,12,5
60189,2016,590,36,1,1,1,17,5
60190,2016,591,76,1,1,1,15,5
60191,2016,592,33,2,1,1,14,3
60192,2016,593,69,2,1,1,20,1
60193,2016,594,32,1,1,1,13,5
60194,2016,595,48,2,1,1,13,1
60195,2016,596,72,2,1,1,20,4
60196,2016,597,66,2,1,1,14,0
60197,2016,598,85,2,1,1,12,2
60198,2016,599,68,2,1,1,13,2
60199,2016,600,53,1,1,1,20,0
60200,2016,601,75,2,1,1,14,5
60201,2016,602,25,2,1,1,12,0
60202,2016,603,52,1,1,1,12,5
60203,2016,604,80,2,1,1,12,3
60204,2016,605,67,1,1,1,13,4
60205,2016,606,21,2,1,1,13,0
60206,2016,607,31,2,2,1,13,1
60207,2016,608,69,1,1,1,14,0
60208,2016,609,47,2,2,1,20,4
60209,2016,610,34,1,2,1,16,0
60210,2016,611,33,2,1,2,12,8
60211,2016,612,53,2,2,1,11,5
60212,2016,613,47,2,2,1,12,5
60213,2016,614,57,1,1,1,12,2
60214,2016,615,58,2,1,1,18,1
60215,2016,616,55,2,1,1,14,5
60216,2016,617,65,2,1,1,12,0
60217,2016,618,62,2,2,1,20,2
60218,2016,619,26,2,1,2,14,2
60219,2016,620,31,2,1,2,16,0
60220,2016,621,44,1,16,10,12,0
60221,2016,622,68,2,2,1,12,0
60222,2016,623,73,2,1,1,10,5
60223,2016,624,57,2,2,1,12,5
60224,2016,625,57,2,1,1,16,0
60225,2016,626,48,2,1,1,16,2
60226,2016,627,58,2,1,1,16,5
60227,2016,628,36,2,1,1,16,0
60228,2016,629,79,2,1,1,20,1
60229,2016,630,55,1,1,1,16,1
60230,2016,631,19,1,5,1,11,0
60231,2016,632,54,2,1,1,16,1
60232,2016,633,60,1,1,1,16,0
60233,2016,634,52,2,5,1,14,4
60234,2016,635,80,2,1,1,14,5
60235,2016,636,58,1,1,1,16,0
60236,2016,637,69,2,1,1,12,1
60237,2016,638,49,2,1,1,17,2
60238,2016,639,75,1,1,1,16,2
60239,2016,640,67,2,1,1,12,0
60240,2016,641,51,2,1,1,18,2
60241,2016,642,57,2,1,1,16,0
60242,2016,643,34,1,1,1,16,2
60243,2016,644,29,2,4,1,16,3
60244,2016,645,44,2,3,1,9,1
60245,2016,646,49,2,1,50,12,0
60246,2016,647,52,2,5,1,19,0
60247,2016,648,54,1,5,1,19,4
60248,2016,649,48,2,1,1,15,4
60249,2016,650,34,2,3,1,16,0
60250,2016,651,44,2,2,1,16,0
60251,2016,652,33,1,1,1,19,1
60252,2016,653,31,2,1,1,13,1
60253,2016,654,30,2,1,1,20,0
60254,2016,655,77,2,2,1,11,0
60255,2016,656,78,2,3,1,13,1
60256,2016,657,47,1,2,1,12,1
60257,2016,658,58,1,2,1,12,2
60258,2016,659,52,1,2,1,15,0
60259,2016,660,49,2,2,1,16,5
60260,2016,661,83,2,2,1,12,4
60261,2016,662,23,1,1,1,13,1
60262,2016,663,36,2,1,1,19,0
60263,2016,664,79,2,1,1,16,5
60264,2016,665,61,2,1,1,12,5
60265,2016,666,40,1,1,1,13,3
60266,2016,667,27,2,1,1,12,0
60267,2016,668,57,2,1,1,12,2
60268,2016,669,27,1,2,1,12,2
60269,2016,670,66,2,1,1,16,0
60270,2016,671,74,2,2,1,12,3
60271,2016,672,57,2,1,1,12,1
60272,2016,673,27,2,1,1,14,1
60273,2016,674,28,2,16,3,12,0
60274,2016,675,33,2,16,3,11,1
60275,2016,676,39,1,4,1,18,1
60276,2016,677,27,1,1,1,16,0
60277,2016,678,34,1,4,1,18,2
60278,2016,679,28,1,1,3,15,2
60279,2016,680,50,1,2,1,16,0
60280,2016,681,30,1,2,1,14,2
60281,2016,682,68,2,1,1,12,1
60282,2016,683,70,2,1,1,3,0
60283,2016,684,55,1,2,1,10,5
60284,2016,685,59,1,2,1,12,2
60285,2016,686,60,2,2,1,13,3
60286,2016,687,19,2,2,1,12,0
60287,2016,688,19,1,16,11,10,5
60288,2016,689,48,2,2,1,14,4
60289,2016,690,27,1,2,1,12,5
60290,2016,691,33,2,1,5,12,3
60291,2016,692,79,1,2,1,9,0
60292,2016,693,56,1,2,1,11,4
60293,2016,694,53,1,1,2,9,2
60294,2016,695,32,1,15,1,12,4
60295,2016,696,21,1,2,1,13,3
60296,2016,697,42,1,1,2,7,0
60297,2016,698,28,2,2,1,12,0
60298,2016,699,22,2,1,2,5,2
60299,2016,700,40,1,16,2,13,3
60300,2016,701,44,1,1,1,11,0
60301,2016,702,22,1,1,5,15,1
60302,2016,703,35,2,4,1,16,2
60303,2016,704,64,2,1,1,12,1
60304,2016,705,40,2,2,1,16,0
60305,2016,706,36,2,2,15,19,0
60306,2016,707,51,2,1,2,12,3
60307,2016,708,54,1,1,2,9,0
60308,2016,709,36,1,1,2,12,4
60309,2016,710,44,2,1,2,6,0
60310,2016,711,37,1,2,4,12,2
60311,2016,712,50,2,1,4,18,0
60312,2016,713,25,2,98,4,16,1
60313,2016,714,44,1,16,11,0,4
60314,2016,715,22,2,1,2,12,0
60315,2016,716,40,2,1,4,6,4
60316,2016,717,28,2,16,2,12,5
60317,2016,718,40,2,1,2,12,0
60318,2016,719,59,2,16,8,14,3
60319,2016,720,37,2,1,2,12,0
60320,2016,721,26,1,1,2,17,1
60321,2016,722,27,1,1,2,14,3
60322,2016,723,69,2,1,1,12,1
60323,2016,724,53,2,1,5,12,4
60324,2016,725,52,1,2,1,12,5
60325,2016,726,42,1,1,2,14,0
60326,2016,727,60,2,1,2,6,5
60327,2016,728,60,1,1,1,16,2
60328,2016,729,59,2,2,1,16,2
60329,2016,730,57,1,16,2,14,2
60330,2016,731,30,2,2,1,13,0
60331,2016,732,37,2,1,1,14,3
60332,2016,733,40,2,1,46,14,2
60333,2016,734,33,1,2,1,15,0
60334,2016,735,51,2,2,1,15,1
60335,2016,736,46,1,1,1,14,0
60336,2016,737,52,2,2,1,16,0
60337,2016,738,99,2,2,1,20,3
60338,2016,739,77,2,1,1,13,5
60339,2016,740,56,2,1,1,16,4
60340,2016,741,25,1,1,1,12,2
60341,2016,742,48,2,1,1,13,1
60342,2016,743,61,1,1,1,12,3
60343,2016,744,19,2,1,1,13,0
60344,2016,745,36,2,15,2,6,2
60345,2016,746,28,2,2,1,15,4
60346,2016,747,23,1,2,1,16,2
60347,2016,748,29,2,2,1,15,2
60348,2016,749,69,1,1,1,18,0
60349,2016,750,35,1,2,1,16,0
60350,2016,751,38,2,2,1,14,4
60351,2016,752,31,2,2,1,14,0
60352,2016,753,42,2,2,1,14,0
60353,2016,754,78,1,1,1,18,1
60354,2016,755,31,2,16,2,10,0
60355,2016,756,67,2,16,10,11,3
60356,2016,757,48,2,1,3,16,4
60357,2016,758,68,1,2,1,14,1
60358,2016,759,42,1,2,1,12,5
60359,2016,760,65,2,1,1,14,1
60360,2016,761,44,2,1,1,11,0
60361,2016,762,77,2,1,1,13,5
60362,2016,763,62,2,1,1,14,5
60363,2016,764,51,1,1,1,8,3
60364,2016,765,21,2,2,1,12,0
60365,2016,766,28,2,1,1,12,3
60366,2016,767,20,2,1,1,13,0
60367,2016,768,19,2,1,1,12,0
60368,2016,769,53,2,1,1,12,3
60369,2016,770,40,2,2,1,15,2
60370,2016,771,51,1,1,1,16,2
60371,2016,772,65,1,2,1,13,2
60372,2016,773,51,2,2,1,13,5
60373,2016,774,60,1,2,1,14,3
60374,2016,775,57,1,2,1,12,5
60375,2016,776,70,2,1,1,13,0
60376,2016,777,53,2,2,1,12,5
60377,2016,778,37,2,2,1,16,0
60378,2016,779,56,1,2,1,12,5
60379,2016,780,59,2,2,1,12,0
60380,2016,781,21,2,2,1,13,1
60381,2016,782,59,1,1,1,11,0
60382,2016,783,66,1,1,1,13,0
60383,2016,784,56,1,1,4,17,0
60384,2016,785,56,2,2,1,12,0
60385,2016,786,24,2,2,1,14,5
60386,2016,787,87,2,2,1,12,5
60387,2016,788,22,2,2,1,13,3
60388,2016,789,51,1,2,1,12,9
60389,2016,790,56,2,2,1,12,0
60390,2016,791,47,2,2,1,18,9
60391,2016,792,18,1,1,4,11,0
60392,2016,793,26,2,1,4,8,0
60393,2016,794,27,2,2,11,14,3
60394,2016,795,20,1,16,4,14,1
60395,2016,796,33,2,2,3,12,0
60396,2016,797,31,2,1,4,12,1
60397,2016,798,70,2,1,1,16,0
60398,2016,799,51,2,1,1,17,1
60399,2016,800,87,2,1,1,16,1
60400,2016,801,54,2,1,1,16,1
60401,2016,802,81,2,1,1,12,1
60402,2016,803,25,1,2,1,14,0
60403,2016,804,47,1,2,1,12,4
60404,2016,805,65,1,2,1,16,5
60405,2016,806,75,1,1,4,12,4
60406,2016,807,46,1,1,1,16,3
60407,2016,808,51,1,1,1,12,0
60408,2016,809,53,1,1,1,19,1
60409,2016,810,45,2,1,1,16,3
60410,2016,811,18,2,1,1,12,0
60411,2016,812,52,2,1,1,17,1
60412,2016,813,56,2,1,1,16,1
60413,2016,814,34,1,1,1,16,0
60414,2016,815,58,2,2,1,16,3
60415,2016,816,59,1,2,1,12,0
60416,2016,817,69,2,2,1,16,2
60417,2016,818,67,2,2,1,12,2
60418,2016,819,54,2,2,1,16,5
60419,2016,820,53,1,15,1,14,5
60420,2016,821,47,2,2,1,14,1
60421,2016,822,47,1,2,1,16,8
60422,2016,823,63,2,2,1,5,4
60423,2016,824,32,2,2,1,18,3
60424,2016,825,28,2,1,1,16,0
60425,2016,826,23,2,1,3,13,3
60426,2016,827,53,2,1,1,16,0
60427,2016,828,39,2,15,1,11,5
60428,2016,829,38,2,2,1,14,4
60429,2016,830,51,1,1,1,12,3
60430,2016,831,66,2,1,1,16,1
60431,2016,832,54,1,1,1,20,2
60432,2016,833,68,1,1,1,12,1
60433,2016,834,58,1,1,1,16,5
60434,2016,835,47,1,1,1,18,0
60435,2016,836,33,2,1,1,18,2
60436,2016,837,66,2,1,1,16,1
60437,2016,838,27,1,1,1,12,1
60438,2016,839,54,1,1,1,14,0
60439,2016,840,53,1,1,1,12,2
60440,2016,841,54,1,1,1,18,1
60441,2016,842,51,2,1,1,12,0
60442,2016,843,67,1,1,1,12,4
60443,2016,844,67,2,1,1,12,0
60444,2016,845,65,2,1,1,12,4
60445,2016,846,23,2,2,1,14,0
60446,2016,847,27,2,2,1,15,2
60447,2016,848,28,1,2,1,12,5
60448,2016,849,34,2,1,1,16,0
60449,2016,850,27,2,1,1,16,1
60450,2016,851,60,1,2,1,8,2
60451,2016,852,26,1,1,1,16,0
60452,2016,853,74,2,1,1,12,5
60453,2016,854,44,2,1,1,12,1
60454,2016,855,31,1,1,1,12,0
60455,2016,856,63,1,1,1,11,2
60456,2016,857,72,2,1,1,12,2
60457,2016,858,25,1,1,1,17,1
60458,2016,859,35,1,6,1,18,1
60459,2016,860,56,1,2,1,13,2
60460,2016,861,20,2,10,1,13,0
60461,2016,862,75,1,6,1,12,1
60462,2016,863,43,2,6,1,16,2
60463,2016,864,28,2,6,1,16,0
60464,2016,865,68,1,1,1,14,3
60465,2016,866,61,2,1,1,16,1
60466,2016,867,46,2,1,1,15,1
60467,2016,868,53,1,1,1,18,3
60468,2016,869,79,2,1,1,13,0
60469,2016,870,35,2,1,1,16,1
60470,2016,871,70,2,1,1,18,0
60471,2016,872,59,2,1,3,12,0
60472,2016,873,54,1,2,1,99,9
60473,2016,874,47,1,1,1,9,1
60474,2016,875,22,2,2,3,13,0
60475,2016,876,65,2,3,1,15,0
60476,2016,877,81,2,1,1,13,2
60477,2016,878,74,1,1,1,19,0
60478,2016,879,77,2,1,1,17,1
60479,2016,880,22,1,6,30,13,0
60480,2016,881,54,1,1,1,17,1
60481,2016,882,48,2,1,1,16,0
60482,2016,883,43,1,1,1,16,1
60483,2016,884,27,2,1,1,15,4
60484,2016,885,30,2,4,1,16,1
60485,2016,886,52,1,1,1,20,1
60486,2016,887,55,2,1,1,14,1
60487,2016,888,40,1,1,1,16,1
60488,2016,889,51,1,1,1,15,0
60489,2016,890,21,2,98,2,14,2
60490,2016,891,29,1,1,1,12,0
60491,2016,892,83,2,1,1,12,0
60492,2016,893,81,2,1,1,15,1
60493,2016,894,66,2,2,1,20,1
60494,2016,895,72,1,1,1,16,0
60495,2016,896,78,2,1,1,12,1
60496,2016,897,80,1,7,1,12,0
60497,2016,898,60,2,1,1,14,0
60498,2016,899,24,1,1,30,14,0
60499,2016,900,81,1,1,1,18,0
60500,2016,901,33,2,1,1,16,1
60501,2016,902,89,2,1,1,8,0
60502,2016,903,23,1,6,1,13,1
60503,2016,904,22,2,1,1,13,1
60504,2016,905,31,1,1,1,13,0
60505,2016,906,34,2,16,2,10,0
60506,2016,907,87,2,1,1,11,4
60507,2016,908,47,2,1,1,12,0
60508,2016,909,35,1,1,1,12,2
60509,2016,910,76,2,1,1,9,0
60510,2016,911,44,2,1,1,10,1
60511,2016,912,27,2,1,1,16,0
60512,2016,913,19,2,1,1,13,4
60513,2016,914,39,2,16,2,17,0
60514,2016,915,58,2,1,1,20,0
60515,2016,916,42,2,1,2,12,5
60516,2016,917,71,2,1,1,12,0
60517,2016,918,43,2,16,2,13,2
60518,2016,919,30,2,2,3,14,1
60519,2016,920,51,2,1,1,18,2
60520,2016,921,39,2,1,1,12,5
60521,2016,922,27,2,1,1,12,0
60522,2016,923,66,1,1,1,17,2
60523,2016,924,60,1,2,1,16,0
60524,2016,925,19,2,1,1,12,1
60525,2016,926,30,1,1,1,12,1
60526,2016,927,37,2,1,1,14,1
60527,2016,928,50,1,1,1,12,5
60528,2016,929,35,2,16,2,13,5
60529,2016,930,44,1,1,1,20,0
60530,2016,931,70,2,1,2,12,1
60531,2016,932,20,2,16,47,11,0
60532,2016,933,33,2,1,2,9,3
60533,2016,934,51,1,1,2,12,4
60534,2016,935,62,1,16,2,9,5
60535,2016,936,46,2,1,1,13,1
60536,2016,937,47,1,1,2,12,5
60537,2016,938,56,2,1,1,17,1
60538,2016,939,27,2,1,1,18,2
60539,2016,940,27,2,1,1,17,4
60540,2016,941,40,1,2,1,17,5
60541,2016,942,32,2,98,2,14,0
60542,2016,943,63,2,1,1,16,1
60543,2016,944,38,2,1,1,16,0
60544,2016,945,35,1,3,1,13,4
60545,2016,946,79,2,3,1,10,5
60546,2016,947,47,1,3,1,12,2
60547,2016,948,43,1,11,1,14,1
60548,2016,949,44,2,3,2,14,1
60549,2016,950,34,2,3,1,8,0
60550,2016,951,43,2,3,1,13,1
60551,2016,952,28,2,2,1,12,5
60552,2016,953,44,2,1,1,16,1
60553,2016,954,54,2,2,1,14,4
60554,2016,955,79,2,2,1,12,2
60555,2016,956,59,1,2,1,12,0
60556,2016,957,28,2,2,1,12,2
60557,2016,958,52,1,2,1,12,3
60558,2016,959,63,2,1,1,12,0
60559,2016,960,30,1,2,1,12,3
60560,2016,961,24,2,2,1,12,3
60561,2016,962,29,1,2,1,12,2
60562,2016,963,46,1,1,1,12,0
60563,2016,964,73,2,1,1,12,5
60564,2016,965,57,1,1,1,12,2
60565,2016,966,20,2,1,1,12,0
60566,2016,967,51,1,1,1,16,5
60567,2016,968,43,1,14,1,15,0
60568,2016,969,65,1,1,1,16,1
60569,2016,970,28,1,1,1,14,3
60570,2016,971,25,1,1,1,15,1
60571,2016,972,40,1,1,1,10,2
60572,2016,973,56,1,2,1,12,1
60573,2016,974,34,1,4,1,19,0
60574,2016,975,27,1,1,2,13,2
60575,2016,976,59,2,1,1,14,1
60576,2016,977,25,2,1,1,12,0
60577,2016,978,56,1,1,1,16,3
60578,2016,979,61,2,1,1,12,3
60579,2016,980,56,2,1,1,12,2
60580,2016,981,46,2,1,1,14,0
60581,2016,982,35,2,15,2,19,1
60582,2016,983,31,2,1,2,16,0
60583,2016,984,57,1,1,1,12,5
60584,2016,985,50,2,1,1,13,5
60585,2016,986,25,1,1,2,13,1
60586,2016,987,59,2,1,5,16,4
60587,2016,988,73,1,1,1,14,1
60588,2016,989,60,1,16,2,12,3
60589,2016,990,66,1,1,2,12,0
60590,2016,991,84,1,16,2,6,4
60591,2016,992,57,2,16,2,11,5
60592,2016,993,68,1,1,1,12,0
60593,2016,994,35,2,1,2,12,3
60594,2016,995,28,2,4,1,16,5
60595,2016,996,35,2,1,1,17,0
60596,2016,997,42,2,1,1,17,1
60597,2016,998,38,2,1,1,12,1
60598,2016,999,69,1,1,2,8,2
60599,2016,1000,68,1,1,1,12,5
60600,2016,1001,44,1,1,2,14,1
60601,2016,1002,67,1,1,1,16,2
60602,2016,1003,28,2,1,1,12,0
60603,2016,1004,45,2,1,1,20,2
60604,2016,1005,62,1,1,1,16,0
60605,2016,1006,68,2,2,1,18,2
60606,2016,1007,34,2,1,1,17,2
60607,2016,1008,32,2,1,1,19,0
60608,2016,1009,24,2,1,1,11,1
60609,2016,1010,31,2,1,1,20,0
60610,2016,1011,32,2,2,1,16,5
60611,2016,1012,22,1,1,1,12,1
60612,2016,1013,25,1,2,2,15,0
60613,2016,1014,34,2,2,1,16,0
60614,2016,1015,35,2,98,2,12,5
60615,2016,1016,60,2,2,30,15,0
60616,2016,1017,64,2,1,1,12,1
60617,2016,1018,26,1,2,1,12,4
60618,2016,1019,30,1,1,1,10,0
60619,2016,1020,63,1,1,1,18,1
60620,2016,1021,46,1,1,1,17,0
60621,2016,1022,24,1,5,1,14,0
60622,2016,1023,32,1,1,1,14,3
60623,2016,1024,61,1,1,1,17,2
60624,2016,1025,57,2,1,1,19,0
60625,2016,1026,40,1,1,1,18,1
60626,2016,1027,42,2,1,1,17,0
60627,2016,1028,64,2,1,1,16,5
60628,2016,1029,50,2,1,1,16,0
60629,2016,1030,41,1,1,1,20,3
60630,2016,1031,58,1,1,1,20,0
60631,2016,1032,71,2,1,1,13,0
60632,2016,1033,58,2,1,1,18,0
60633,2016,1034,55,1,1,1,16,2
60634,2016,1035,65,2,1,1,17,1
60635,2016,1036,27,1,1,1,17,0
60636,2016,1037,43,1,1,1,19,1
60637,2016,1038,29,2,1,1,16,0
60638,2016,1039,56,1,1,1,16,1
60639,2016,1040,67,2,1,1,20,1
60640,2016,1041,21,1,1,1,13,0
60641,2016,1042,69,1,1,1,12,5
60642,2016,1043,62,2,1,1,16,0
60643,2016,1044,23,2,1,1,12,2
60644,2016,1045,43,2,1,1,16,5
60645,2016,1046,46,2,1,1,14,4
60646,2016,1047,34,1,1,1,16,2
60647,2016,1048,40,1,1,1,19,0
60648,2016,1049,56,1,1,1,16,2
60649,2016,1050,25,2,1,1,16,1
60650,2016,1051,77,2,1,1,12,2
60651,2016,1052,30,1,1,1,17,1
60652,2016,1053,70,1,1,1,15,0
60653,2016,1054,70,2,1,1,13,1
60654,2016,1055,79,1,1,1,16,4
60655,2016,1056,59,1,1,1,16,2
60656,2016,1057,61,2,1,1,16,0
60657,2016,1058,68,1,1,1,14,3
60658,2016,1059,29,1,2,1,12,1
60659,2016,1060,31,2,2,1,12,1
60660,2016,1061,32,1,1,1,18,0
60661,2016,1062,27,2,2,1,12,1
60662,2016,1063,47,1,2,3,12,5
60663,2016,1064,35,1,1,1,14,1
60664,2016,1065,54,1,1,1,12,0
60665,2016,1066,54,1,2,1,9,2
60666,2016,1067,31,1,2,1,15,2
60667,2016,1068,55,2,1,1,13,3
60668,2016,1069,61,2,2,1,14,5
60669,2016,1070,26,1,1,1,13,1
60670,2016,1071,60,2,1,1,12,3
60671,2016,1072,60,2,1,1,9,0
60672,2016,1073,25,1,1,1,16,1
60673,2016,1074,56,1,1,1,16,5
60674,2016,1075,57,1,15,1,12,5
60675,2016,1076,49,1,2,1,11,0
60676,2016,1077,82,1,2,1,10,2
60677,2016,1078,53,1,2,1,11,0
60678,2016,1079,22,2,2,1,13,1
60679,2016,1080,29,1,2,1,14,1
60680,2016,1081,50,2,1,1,13,0
60681,2016,1082,35,2,1,1,16,2
60682,2016,1083,56,1,1,1,16,3
60683,2016,1084,82,1,1,1,12,5
60684,2016,1085,39,1,1,1,9,5
60685,2016,1086,50,2,1,1,8,4
60686,2016,1087,50,2,1,1,12,0
60687,2016,1088,22,1,1,1,13,2
60688,2016,1089,52,2,1,1,18,1
60689,2016,1090,66,2,1,1,20,1
60690,2016,1091,38,2,1,1,11,2
60691,2016,1092,39,2,1,1,12,3
60692,2016,1093,38,1,1,1,11,0
60693,2016,1094,62,2,1,1,12,0
60694,2016,1095,43,2,2,1,14,1
60695,2016,1096,53,2,1,1,12,0
60696,2016,1097,39,1,1,1,12,1
60697,2016,1098,23,2,1,1,15,0
60698,2016,1099,69,2,1,1,19,1
60699,2016,1100,56,2,1,1,12,2
60700,2016,1101,77,1,1,1,20,0
60701,2016,1102,77,1,1,1,12,4
60702,2016,1103,61,1,1,1,12,4
60703,2016,1104,39,2,1,1,13,4
60704,2016,1105,83,2,4,1,8,4
60705,2016,1106,65,1,1,1,12,0
60706,2016,1107,27,1,1,1,12,4
60707,2016,1108,59,1,2,1,13,0
60708,2016,1109,63,2,1,1,16,2
60709,2016,1110,50,1,1,1,15,0
60710,2016,1111,72,1,1,1,12,4
60711,2016,1112,42,2,1,1,14,2
60712,2016,1113,52,2,1,1,18,2
60713,2016,1114,75,1,1,1,13,2
60714,2016,1115,40,2,1,1,16,1
60715,2016,1116,69,2,1,1,16,0
60716,2016,1117,62,2,1,1,16,1
60717,2016,1118,42,1,1,1,18,5
60718,2016,1119,82,2,1,1,15,0
60719,2016,1120,74,2,1,1,13,0
60720,2016,1121,83,2,1,1,15,1
60721,2016,1122,76,1,1,1,14,1
60722,2016,1123,52,2,1,1,20,1
60723,2016,1124,23,1,1,1,17,0
60724,2016,1125,19,1,2,1,12,1
60725,2016,1126,51,2,2,1,11,5
60726,2016,1127,37,2,15,1,12,0
60727,2016,1128,53,2,2,1,9,0
60728,2016,1129,51,1,2,1,99,5
60729,2016,1130,28,1,1,1,16,2
