CASEID,YEAR,ID,AGE,SEX,RACECEN1,HISPANIC,EDUC,MARHOMO
60730,2016,1131,31,1,2,1,14,1
60731,2016,1132,43,1,1,22,13,2
60732,2016,1133,89,1,2,1,14,4
60733,2016,1134,56,1,16,3,10,8
60734,2016,1135,19,2,15,1,12,0
60735,2016,1136,58,1,1,1,12,3
60736,2016,1137,38,1,10,1,16,3
60737,2016,1138,47,2,1,1,16,1
60738,2016,1139,48,2,1,1,11,3
60739,2016,1140,38,1,1,1,12,0
60740,2016,1141,26,1,1,1,14,1
60741,2016,1142,23,2,1,5,9,5
60742,2016,1143,44,2,1,1,12,0
60743,2016,1144,30,2,1,1,10,1
60744,2016,1145,99,1,1,2,10,2
60745,2016,1146,35,1,2,1,12,0
60746,2016,1147,49,2,1,4,17,1
60747,2016,1148,52,1,16,21,12,0
60748,2016,1149,73,1,1,3,12,0
60749,2016,1150,52,2,1,1,12,1
60750,2016,1151,22,1,99,1,13,1
60751,2016,1152,26,2,1,1,16,0
60752,2016,1153,42,1,1,1,7,2
60753,2016,1154,46,2,2,1,13,0
60754,2016,1155,24,1,2,1,12,3
60755,2016,1156,27,2,16,3,11,0
60756,2016,1157,33,2,2,1,12,4
60757,2016,1158,46,2,99,3,12,4
60758,2016,1159,54,2,1,1,14,2
60759,2016,1160,47,1,1,1,12,4
60760,2016,1161,53,1,1,2,12,0
60761,2016,1162,62,1,1,1,16,1
60762,2016,1163,48,1,2,1,12,5
60763,2016,1164,41,2,1,1,12,0
60764,2016,1165,32,1,1,1,20,1
60765,2016,1166,31,1,1,1,12,1
60766,2016,1167,40,1,1,23,15,0
60767,2016,1168,37,2,1,1,16,4
60768,2016,1169,40,2,1,1,16,0
60769,2016,1170,36,1,1,1,16,1
60770,2016,1171,47,1,2,3,7,2
60771,2016,1172,37,2,1,1,19,1
60772,2016,1173,89,1,1,1,11,2
60773,2016,1174,71,2,1,1,16,2
60774,2016,1175,21,2,1,1,13,1
60775,2016,1176,80,2,1,1,16,0
60776,2016,1177,67,2,1,1,17,1
60777,2016,1178,34,1,1,1,11,1
60778,2016,1179,65,1,3,1,14,2
60779,2016,1180,68,2,15,1,12,5
60780,2016,1181,38,2,1,2,6,4
60781,2016,1182,67,2,1,1,13,0
60782,2016,1183,59,2,1,1,15,0
60783,2016,1184,52,2,4,1,12,4
60784,2016,1185,49,2,3,1,18,2
60785,2016,1186,63,1,16,2,6,2
60786,2016,1187,26,1,1,1,15,1
60787,2016,1188,70,2,1,1,15,1
60788,2016,1189,21,2,1,2,15,1
60789,2016,1190,69,1,1,1,12,1
60790,2016,1191,51,1,2,1,12,0
60791,2016,1192,39,1,1,1,15,2
60792,2016,1193,35,1,2,1,15,0
60793,2016,1194,29,1,16,30,12,2
60794,2016,1195,45,1,1,1,12,2
60795,2016,1196,41,1,1,1,20,2
60796,2016,1197,46,1,1,1,16,1
60797,2016,1198,23,1,5,4,16,4
60798,2016,1199,31,2,1,1,11,1
60799,2016,1200,47,1,1,1,16,8
60800,2016,1201,45,2,6,1,16,3
60801,2016,1202,58,2,1,1,16,1
60802,2016,1203,26,1,1,1,14,0
60803,2016,1204,66,1,1,1,17,3
60804,2016,1205,35,2,2,1,16,0
60805,2016,1206,41,1,99,1,7,2
60806,2016,1207,44,2,1,1,18,5
60807,2016,1208,66,1,1,1,12,0
60808,2016,1209,57,1,1,1,12,3
60809,2016,1210,89,1,1,1,16,2
60810,2016,1211,27,2,1,1,14,0
60811,2016,1212,43,1,2,1,12,0
60812,2016,1213,64,1,2,1,14,4
60813,2016,1214,44,2,2,1,12,0
60814,2016,1215,65,2,2,1,13,5
60815,2016,1216,24,2,1,1,11,0
60816,2016,1217,72,2,1,1,12,1
60817,2016,1218,22,1,1,3,14,0
60818,2016,1219,57,2,1,1,19,3
60819,2016,1220,63,2,1,1,12,1
60820,2016,1221,55,2,3,1,17,1
60821,2016,1222,56,1,1,1,16,0
60822,2016,1223,87,1,1,1,16,0
60823,2016,1224,53,2,1,1,14,4
60824,2016,1225,36,1,1,1,20,0
60825,2016,1226,52,2,1,1,12,5
60826,2016,1227,37,1,1,1,18,0
60827,2016,1228,75,1,1,1,14,1
60828,2016,1229,24,1,1,1,12,0
60829,2016,1230,28,2,1,1,16,1
60830,2016,1231,21,2,1,1,14,0
60831,2016,1232,48,1,1,1,9,5
60832,2016,1233,68,2,1,1,12,0
60833,2016,1234,59,2,1,1,12,1
60834,2016,1235,40,1,1,1,12,5
60835,2016,1236,35,2,1,1,16,2
60836,2016,1237,51,1,1,1,14,3
60837,2016,1238,40,1,2,1,16,0
60838,2016,1239,47,2,1,1,13,4
60839,2016,1240,45,1,1,1,16,2
60840,2016,1241,48,2,1,1,16,1
60841,2016,1242,23,1,2,1,12,0
60842,2016,1243,26,1,1,1,20,1
60843,2016,1244,33,1,5,1,16,2
60844,2016,1245,48,2,2,1,16,3
60845,2016,1246,36,2,10,1,16,1
60846,2016,1247,19,1,2,1,13,0
60847,2016,1248,49,1,2,1,12,4
60848,2016,1249,38,1,1,1,20,1
60849,2016,1250,44,2,1,1,16,0
60850,2016,1251,29,2,2,1,17,0
60851,2016,1252,28,2,2,1,19,4
60852,2016,1253,42,2,1,1,18,0
60853,2016,1254,60,1,15,1,10,1
60854,2016,1255,43,1,1,5,11,4
60855,2016,1256,37,2,2,1,14,0
60856,2016,1257,54,1,1,1,16,1
60857,2016,1258,30,1,1,1,12,0
60858,2016,1259,69,1,1,1,12,5
60859,2016,1260,60,2,1,1,12,3
60860,2016,1261,55,2,1,1,12,1
60861,2016,1262,63,1,1,1,14,5
60862,2016,1263,50,1,1,1,12,0
60863,2016,1264,68,2,1,1,12,5
60864,2016,1265,36,2,1,1,14,1
60865,2016,1266,77,1,1,1,16,5
60866,2016,1267,25,2,1,1,16,0
60867,2016,1268,26,1,1,1,12,1
60868,2016,1269,49,2,1,1,12,0
60869,2016,1270,46,2,1,1,11,4
60870,2016,1271,77,2,1,1,8,2
60871,2016,1272,30,2,1,1,20,0
60872,2016,1273,54,1,1,1,16,1
60873,2016,1274,29,1,1,1,8,0
60874,2016,1275,52,1,1,1,13,5
60875,2016,1276,25,2,1,1,11,1
60876,2016,1277,21,2,16,2,8,2
60877,2016,1278,42,2,1,1,14,5
60878,2016,1279,37,2,1,1,12,0
60879,2016,1280,49,2,1,1,12,4
60880,2016,1281,56,2,1,1,12,1
60881,2016,1282,30,2,1,1,14,0
60882,2016,1283,67,1,1,1,12,5
60883,2016,1284,23,2,1,1,16,1
60884,2016,1285,31,1,1,1,20,0
60885,2016,1286,55,1,1,1,12,0
60886,2016,1287,24,2,1,1,12,5
60887,2016,1288,67,1,2,1,14,5
60888,2016,1289,62,2,2,1,6,0
60889,2016,1290,62,2,2,1,13,4
60890,2016,1291,23,1,99,41,16,0
60891,2016,1292,50,1,2,1,13,4
60892,2016,1293,54,1,2,1,14,5
60893,2016,1294,58,2,2,1,11,2
60894,2016,1295,34,2,2,1,12,1
60895,2016,1296,37,2,2,1,13,0
60896,2016,1297,29,2,2,1,13,2
60897,2016,1298,52,2,1,1,16,0
60898,2016,1299,39,2,1,1,16,0
60899,2016,1300,70,2,1,1,16,3
60900,2016,1301,73,2,1,30,14,2
60901,2016,1302,31,2,1,1,19,0
60902,2016,1303,25,2,1,2,12,1
60903,2016,1304,62,1,1,2,13,2
60904,2016,1305,66,1,3,1,14,2
60905,2016,1306,65,2,1,2,9,4
60906,2016,1307,58,1,16,2,14,1
60907,2016,1308,65,2,3,2,6,2
60908,2016,1309,57,1,1,2,12,0
60909,2016,1310,57,1,3,2,9,4
60910,2016,1311,30,1,1,1,9,4
60911,2016,1312,26,2,1,1,12,0
60912,2016,1313,28,2,2,11,6,0
60913,2016,1314,58,1,1,2,14,4
60914,2016,1315,77,1,1,2,9,0
60915,2016,1316,39,2,1,2,12,2
60916,2016,1317,67,1,1,1,16,5
60917,2016,1318,70,1,1,1,12,0
60918,2016,1319,85,2,1,1,12,3
60919,2016,1320,69,2,1,1,16,4
60920,2016,1321,87,2,1,1,12,0
60921,2016,1322,66,2,1,1,12,1
60922,2016,1323,31,1,1,1,16,5
60923,2016,1324,63,2,1,1,17,1
60924,2016,1325,78,2,1,1,12,5
60925,2016,1326,68,1,1,1,16,1
60926,2016,1327,51,1,10,1,16,3
60927,2016,1328,30,1,1,1,16,0
60928,2016,1329,32,2,1,1,16,1
60929,2016,1330,39,1,2,1,18,2
60930,2016,1331,42,1,1,1,18,0
60931,2016,1332,48,2,2,1,19,1
60932,2016,1333,34,2,1,1,18,0
60933,2016,1334,68,1,2,1,14,2
60934,2016,1335,52,1,1,1,16,2
60935,2016,1336,83,2,1,1,19,2
60936,2016,1337,73,1,1,1,20,1
60937,2016,1338,38,1,1,1,16,0
60938,2016,1339,77,2,1,1,10,4
60939,2016,1340,36,1,1,1,12,0
60940,2016,1341,36,1,1,1,12,1
60941,2016,1342,65,1,1,1,13,3
60942,2016,1343,24,1,1,1,12,0
60943,2016,1344,63,1,1,1,16,2
60944,2016,1345,53,2,1,1,14,0
60945,2016,1346,35,2,1,1,16,1
60946,2016,1347,27,1,99,99,99,9
60947,2016,1348,76,1,1,1,12,0
60948,2016,1349,48,1,1,1,16,5
60949,2016,1350,27,1,1,1,17,2
60950,2016,1351,72,2,1,1,12,0
60951,2016,1352,34,1,1,1,10,1
60952,2016,1353,38,2,1,1,99,0
60953,2016,1354,30,2,1,1,15,0
60954,2016,1355,42,1,1,1,16,1
60955,2016,1356,43,1,1,1,12,4
60956,2016,1357,80,2,1,1,15,2
60957,2016,1358,80,1,1,1,14,5
60958,2016,1359,22,1,1,1,12,1
60959,2016,1360,42,2,1,1,12,5
60960,2016,1361,49,2,1,1,9,1
60961,2016,1362,41,1,1,1,16,2
60962,2016,1363,57,1,2,1,9,0
60963,2016,1364,49,1,2,1,13,5
60964,2016,1365,40,2,2,1,8,8
60965,2016,1366,66,2,2,1,12,0
60966,2016,1367,81,2,3,1,10,5
60967,2016,1368,87,2,1,1,12,3
60968,2016,1369,59,1,1,1,17,0
60969,2016,1370,52,1,2,1,15,4
60970,2016,1371,58,2,2,1,12,3
60971,2016,1372,30,1,1,1,12,0
60972,2016,1373,26,2,1,1,17,1
60973,2016,1374,20,1,1,1,14,1
60974,2016,1375,20,1,1,1,13,0
60975,2016,1376,23,1,1,1,16,3
60976,2016,1377,25,2,1,1,16,5
60977,2016,1378,20,1,1,1,13,0
60978,2016,1379,31,1,1,1,17,1
60979,2016,1380,26,2,4,1,16,0
60980,2016,1381,19,2,1,1,13,1
60981,2016,1382,30,1,1,1,14,1
60982,2016,1383,23,2,1,1,17,0
60983,2016,1384,23,1,1,1,14,2
60984,2016,1385,53,1,1,1,16,1
60985,2016,1386,19,2,1,1,13,0
60986,2016,1387,40,2,1,1,16,0
60987,2016,1388,52,2,1,1,12,1
60988,2016,1389,47,1,3,1,12,1
60989,2016,1390,38,1,3,1,7,0
60990,2016,1391,54,2,1,1,12,5
60991,2016,1392,47,2,1,1,14,0
60992,2016,1393,67,2,1,1,18,2
60993,2016,1394,57,1,1,1,20,3
60994,2016,1395,89,1,1,1,13,2
60995,2016,1396,51,2,16,30,15,0
60996,2016,1397,32,2,1,1,13,2
60997,2016,1398,22,2,1,1,13,5
60998,2016,1399,42,1,1,1,12,0
60999,2016,1400,37,2,1,2,11,2
61000,2016,1401,54,1,1,5,16,5
61001,2016,1402,24,2,2,1,15,2
61002,2016,1403,25,2,1,1,14,2
61003,2016,1404,44,2,2,1,12,1
61004,2016,1405,25,1,1,30,14,2
61005,2016,1406,24,1,1,1,15,2
61006,2016,1407,78,2,1,1,12,4
61007,2016,1408,23,2,1,1,12,0
61008,2016,1409,38,1,1,2,6,1
61009,2016,1410,57,1,1,2,8,4
61010,2016,1411,70,2,1,1,12,2
61011,2016,1412,69,1,1,1,12,0
61012,2016,1413,77,2,2,4,9,1
61013,2016,1414,85,2,1,1,12,4
61014,2016,1415,25,1,1,1,13,0
61015,2016,1416,62,1,1,1,14,1
61016,2016,1417,84,2,1,1,12,2
61017,2016,1418,71,2,1,1,11,5
61018,2016,1419,54,2,1,1,16,0
61019,2016,1420,74,1,1,1,12,0
61020,2016,1421,37,1,1,1,19,0
61021,2016,1422,80,1,1,1,14,1
61022,2016,1423,74,1,1,1,8,0
61023,2016,1424,37,2,1,1,12,3
61024,2016,1425,33,2,1,1,15,0
61025,2016,1426,62,2,1,1,12,2
61026,2016,1427,74,1,1,1,12,5
61027,2016,1428,83,2,4,1,16,0
61028,2016,1429,40,2,1,1,15,1
61029,2016,1430,57,2,1,1,20,0
61030,2016,1431,50,1,1,1,13,0
61031,2016,1432,31,1,1,1,14,2
61032,2016,1433,36,1,1,1,18,2
61033,2016,1434,83,1,1,1,9,5
61034,2016,1435,58,1,1,1,1,1
61035,2016,1436,29,1,1,1,13,1
61036,2016,1437,50,1,1,1,12,2
61037,2016,1438,64,1,1,1,18,5
61038,2016,1439,43,1,1,1,16,0
61039,2016,1440,54,1,1,1,18,0
61040,2016,1441,72,1,1,1,17,1
61041,2016,1442,31,2,1,1,16,1
61042,2016,1443,30,1,1,1,16,1
61043,2016,1444,36,2,1,1,18,1
61044,2016,1445,72,1,1,1,13,0
61045,2016,1446,56,2,1,1,12,2
61046,2016,1447,29,2,1,1,14,1
61047,2016,1448,83,2,1,1,16,2
61048,2016,1449,80,2,1,1,17,3
61049,2016,1450,61,1,1,1,12,4
61050,2016,1451,53,1,1,1,12,0
61051,2016,1452,61,2,1,1,16,0
61052,2016,1453,52,2,1,1,14,4
61053,2016,1454,37,1,16,2,13,0
61054,2016,1455,24,2,1,1,12,2
61055,2016,1456,50,2,1,1,17,0
61056,2016,1457,28,2,1,1,12,1
61057,2016,1458,30,2,1,1,12,2
61058,2016,1459,36,1,1,1,12,0
61059,2016,1460,24,1,1,1,16,0
61060,2016,1461,63,2,6,1,13,2
61061,2016,1462,22,1,1,1,15,0
61062,2016,1463,20,1,1,1,13,1
61063,2016,1464,31,2,1,2,11,0
61064,2016,1465,31,2,2,1,12,4
61065,2016,1466,74,1,1,1,14,3
61066,2016,1467,83,2,1,1,11,0
61067,2016,1468,61,1,1,1,18,5
61068,2016,1469,22,1,1,1,14,0
61069,2016,1470,63,2,1,1,14,5
61070,2016,1471,46,1,1,1,12,1
61071,2016,1472,83,2,1,1,20,5
61072,2016,1473,38,2,1,1,16,0
61073,2016,1474,80,1,1,1,14,4
61074,2016,1475,58,2,1,1,13,1
61075,2016,1476,52,2,1,1,12,2
61076,2016,1477,31,2,1,1,12,1
61077,2016,1478,34,1,1,1,15,2
61078,2016,1479,31,2,1,1,12,0
61079,2016,1480,63,1,1,1,13,0
61080,2016,1481,57,2,1,1,16,3
61081,2016,1482,45,1,3,1,14,0
61082,2016,1483,60,1,1,1,9,1
61083,2016,1484,67,2,1,1,11,4
61084,2016,1485,63,1,2,1,12,0
61085,2016,1486,50,1,99,1,20,2
61086,2016,1487,29,1,16,2,11,0
61087,2016,1488,23,2,1,1,12,1
61088,2016,1489,59,1,1,1,12,5
61089,2016,1490,38,2,1,1,19,2
61090,2016,1491,32,2,1,1,16,0
61091,2016,1492,32,1,8,1,14,5
61092,2016,1493,48,1,1,1,14,1
61093,2016,1494,64,2,1,1,13,4
61094,2016,1495,30,2,1,1,16,0
61095,2016,1496,25,2,2,1,15,5
61096,2016,1497,48,2,2,1,12,2
61097,2016,1498,29,2,1,2,6,0
61098,2016,1499,23,1,1,1,17,2
61099,2016,1500,44,1,1,1,14,1
61100,2016,1501,55,2,2,1,18,0
61101,2016,1502,25,1,1,1,16,3
61102,2016,1503,59,1,1,1,17,5
61103,2016,1504,60,1,2,1,17,0
61104,2016,1505,53,2,1,1,17,1
61105,2016,1506,46,1,1,1,12,4
61106,2016,1507,86,2,1,1,12,2
61107,2016,1508,29,2,2,1,12,1
61108,2016,1509,70,2,1,1,12,0
61109,2016,1510,50,2,1,1,16,5
61110,2016,1511,79,2,1,1,16,2
61111,2016,1512,29,1,1,1,16,0
61112,2016,1513,50,2,1,1,12,1
61113,2016,1514,61,1,1,1,16,2
61114,2016,1515,23,2,1,3,12,0
61115,2016,1516,21,2,1,1,14,1
61116,2016,1517,29,2,1,1,15,1
61117,2016,1518,80,2,1,1,12,0
61118,2016,1519,25,2,1,1,15,3
61119,2016,1520,71,2,1,1,0,5
61120,2016,1521,68,2,1,1,13,0
61121,2016,1522,55,1,1,1,12,2
61122,2016,1523,47,1,1,1,16,1
61123,2016,1524,64,1,1,1,14,0
61124,2016,1525,73,2,1,3,8,8
61125,2016,1526,80,2,1,1,12,2
61126,2016,1527,57,2,1,1,16,0
61127,2016,1528,55,2,1,1,16,0
61128,2016,1529,86,2,1,1,12,2
61129,2016,1530,47,1,1,1,20,2
61130,2016,1531,52,1,1,1,18,1
61131,2016,1532,61,2,1,1,14,2
61132,2016,1533,34,1,1,1,20,0
61133,2016,1534,65,1,1,1,18,0
61134,2016,1535,69,2,1,1,12,0
61135,2016,1536,53,1,1,1,18,2
61136,2016,1537,64,2,1,1,19,2
61137,2016,1538,68,1,1,1,16,0
61138,2016,1539,66,2,1,1,14,2
61139,2016,1540,43,1,2,1,13,5
61140,2016,1541,21,2,1,1,11,0
61141,2016,1542,60,2,1,1,13,4
61142,2016,1543,46,2,1,1,12,0
61143,2016,1544,23,1,1,1,15,4
61144,2016,1545,33,1,1,1,8,0
61145,2016,1546,66,1,1,1,18,1
61146,2016,1547,43,2,16,15,11,4
61147,2016,1548,40,2,16,3,12,0
61148,2016,1549,59,2,1,1,16,1
61149,2016,1550,66,1,1,1,12,0
61150,2016,1551,42,2,16,15,17,0
61151,2016,1552,54,1,1,1,16,0
61152,2016,1553,24,1,1,1,14,1
61153,2016,1554,36,2,1,1,14,1
61154,2016,1555,52,1,1,1,12,0
61155,2016,1556,26,1,1,1,12,1
61156,2016,1557,64,2,1,1,12,2
61157,2016,1558,77,1,1,1,12,0
61158,2016,1559,63,2,99,1,99,9
61159,2016,1560,58,1,1,1,16,1
61160,2016,1561,76,2,1,1,16,1
61161,2016,1562,68,1,1,1,16,1
61162,2016,1563,89,2,1,1,12,2
61163,2016,1564,20,2,1,1,13,0
61164,2016,1565,63,2,1,1,12,5
61165,2016,1566,57,2,1,1,14,1
61166,2016,1567,66,2,1,1,11,2
61167,2016,1568,63,2,1,1,18,1
61168,2016,1569,75,1,1,1,20,1
61169,2016,1570,66,2,1,1,19,1
61170,2016,1571,53,1,1,1,16,0
61171,2016,1572,49,2,1,1,16,1
61172,2016,1573,57,1,1,1,18,1
61173,2016,1574,41,2,1,1,13,1
61174,2016,1575,42,2,1,1,18,1
61175,2016,1576,38,1,1,1,16,1
61176,2016,1577,34,1,1,3,11,5
61177,2016,1578,72,1,1,1,9,0
61178,2016,1579,39,2,2,1,10,2
61179,2016,1580,38,2,1,1,10,1
61180,2016,1581,55,1,1,1,12,4
61181,2016,1582,85,1,1,1,18,5
61182,2016,1583,32,1,1,1,14,1
61183,2016,1584,42,2,2,1,16,0
61184,2016,1585,35,1,1,1,13,1
61185,2016,1586,33,2,3,1,9,0
61186,2016,1587,32,2,2,1,14,4
61187,2016,1588,67,2,1,1,18,2
61188,2016,1589,28,1,1,1,14,0
61189,2016,1590,59,2,1,1,14,5
61190,2016,1591,57,1,1,1,12,2
61191,2016,1592,51,1,1,1,13,0
61192,2016,1593,66,2,1,1,16,1
61193,2016,1594,35,1,1,1,14,2
61194,2016,1595,28,2,1,1,16,2
61195,2016,1596,52,2,1,1,20,1
61196,2016,1597,89,1,1,1,12,5
61197,2016,1598,69,2,1,1,12,5
61198,2016,1599,55,1,1,1,14,5
61199,2016,1600,48,1,1,1,13,5
61200,2016,1601,67,2,1,1,12,5
61201,2016,1602,36,2,1,1,13,0
61202,2016,1603,66,2,1,1,12,1
61203,2016,1604,31,2,1,1,14,1
61204,2016,1605,57,2,2,1,12,2
61205,2016,1606,48,2,16,15,14,3
61206,2016,1607,35,2,2,1,13,0
61207,2016,1608,59,2,16,3,10,1
61208,2016,1609,59,1,1,3,7,5
61209,2016,1610,35,2,98,15,12,0
61210,2016,1611,52,2,1,1,12,0
61211,2016,1612,37,1,1,1,14,1
61212,2016,1613,35,1,1,1,12,1
61213,2016,1614,61,1,1,1,14,0
61214,2016,1615,67,2,1,1,12,2
61215,2016,1616,80,2,1,1,12,0
61216,2016,1617,30,1,1,1,14,2
61217,2016,1618,56,2,2,1,17,0
61218,2016,1619,20,1,2,1,14,0
61219,2016,1620,53,2,1,1,16,2
61220,2016,1621,31,2,1,1,16,0
61221,2016,1622,51,2,1,1,12,1
61222,2016,1623,29,2,1,1,10,0
61223,2016,1624,80,1,1,1,12,5
61224,2016,1625,67,2,1,1,16,1
61225,2016,1626,61,2,1,1,16,2
61226,2016,1627,58,2,1,1,12,2
61227,2016,1628,19,2,1,1,13,0
61228,2016,1629,19,2,1,1,11,0
61229,2016,1630,25,1,2,1,12,2
61230,2016,1631,34,2,1,1,12,1
61231,2016,1632,37,2,2,1,12,4
61232,2016,1633,78,1,1,1,12,0
61233,2016,1634,62,1,1,1,13,2
61234,2016,1635,30,2,1,1,14,0
61235,2016,1636,65,2,1,1,8,0
61236,2016,1637,45,2,1,1,18,0
61237,2016,1638,65,1,1,1,12,5
61238,2016,1639,68,2,1,1,8,4
61239,2016,1640,37,1,1,1,12,0
61240,2016,1641,63,1,1,1,8,4
61241,2016,1642,59,1,1,1,11,0
61242,2016,1643,80,1,1,1,16,5
61243,2016,1644,29,2,1,1,15,1
61244,2016,1645,57,2,1,1,14,0
61245,2016,1646,73,2,1,1,19,0
61246,2016,1647,75,1,1,1,12,4
61247,2016,1648,74,1,1,1,12,2
61248,2016,1649,86,2,1,1,13,5
61249,2016,1650,81,2,1,1,12,1
61250,2016,1651,69,2,1,1,9,2
61251,2016,1652,59,2,1,1,12,0
61252,2016,1653,59,1,1,1,12,4
61253,2016,1654,68,1,1,1,12,1
61254,2016,1655,28,2,1,1,16,1
61255,2016,1656,62,1,1,1,12,0
61256,2016,1657,30,2,1,1,12,2
61257,2016,1658,30,2,1,1,14,1
61258,2016,1659,52,1,2,1,15,0
61259,2016,1660,50,2,1,1,18,2
61260,2016,1661,62,1,1,1,12,0
61261,2016,1662,46,2,3,1,16,4
61262,2016,1663,43,2,1,1,13,1
61263,2016,1664,27,1,1,1,16,2
61264,2016,1665,36,1,1,1,16,0
61265,2016,1666,26,1,1,1,13,4
61266,2016,1667,50,2,99,1,20,2
61267,2016,1668,23,1,2,1,16,3
61268,2016,1669,27,1,1,1,18,1
61269,2016,1670,21,2,16,2,15,0
61270,2016,1671,23,2,1,1,16,1
61271,2016,1672,67,2,1,1,16,0
61272,2016,1673,36,2,1,1,16,1
61273,2016,1674,28,1,1,1,14,2
61274,2016,1675,39,2,1,1,12,1
61275,2016,1676,47,2,6,1,16,3
61276,2016,1677,30,2,1,1,13,0
61277,2016,1678,52,1,1,3,18,1
61278,2016,1679,60,2,1,1,8,4
61279,2016,1680,66,1,1,1,20,2
61280,2016,1681,60,1,1,1,10,0
61281,2016,1682,31,2,1,1,15,1
61282,2016,1683,68,2,1,1,16,9
61283,2016,1684,66,1,1,1,10,5
61284,2016,1685,38,1,1,1,17,0
61285,2016,1686,81,1,1,1,12,5
61286,2016,1687,56,2,1,1,12,2
61287,2016,1688,42,1,1,1,12,0
61288,2016,1689,73,2,1,1,13,0
61289,2016,1690,24,2,2,1,12,1
61290,2016,1691,26,2,1,1,16,1
61291,2016,1692,50,2,2,1,16,3
61292,2016,1693,19,2,2,1,14,1
61293,2016,1694,31,2,1,1,13,0
61294,2016,1695,74,2,1,1,11,2
61295,2016,1696,60,2,2,1,12,0
61296,2016,1697,84,2,1,1,12,5
61297,2016,1698,33,2,1,1,14,0
61298,2016,1699,40,2,2,1,11,3
61299,2016,1700,59,2,2,1,16,5
61300,2016,1701,19,1,1,1,11,0
61301,2016,1702,61,1,2,1,14,9
61302,2016,1703,48,2,1,1,9,3
61303,2016,1704,54,2,2,1,15,3
61304,2016,1705,41,2,2,1,18,2
61305,2016,1706,34,1,1,1,16,2
61306,2016,1707,19,2,1,1,13,0
61307,2016,1708,51,1,1,1,9,1
61308,2016,1709,32,2,1,1,14,0
61309,2016,1710,64,1,1,1,14,4
61310,2016,1711,41,1,2,1,12,0
61311,2016,1712,80,2,1,1,13,1
61312,2016,1713,36,2,2,2,12,4
61313,2016,1714,28,1,2,1,12,0
61314,2016,1715,41,2,1,2,16,2
61315,2016,1716,46,1,2,1,14,0
61316,2016,1717,45,2,2,1,16,5
61317,2016,1718,35,2,2,1,14,4
61318,2016,1719,51,2,2,1,12,5
61319,2016,1720,76,1,1,1,6,8
61320,2016,1721,26,2,2,1,12,5
61321,2016,1722,31,2,2,1,12,4
61322,2016,1723,62,1,2,1,12,0
61323,2016,1724,19,1,2,1,12,2
61324,2016,1725,18,2,2,1,12,0
61325,2016,1726,55,2,2,1,14,1
61326,2016,1727,52,2,2,1,12,9
61327,2016,1728,59,1,2,1,12,0
61328,2016,1729,67,2,2,1,16,5
61329,2016,1730,31,2,2,1,14,5
61330,2016,1731,58,1,2,1,14,0
61331,2016,1732,58,1,3,1,12,2
61332,2016,1733,83,2,2,1,8,5
61333,2016,1734,76,2,2,4,15,1
61334,2016,1735,27,2,1,1,14,0
61335,2016,1736,72,1,1,1,8,0
61336,2016,1737,58,2,1,1,12,3
61337,2016,1738,19,1,1,1,13,0
61338,2016,1739,69,2,1,1,17,2
61339,2016,1740,52,2,1,1,16,0
61340,2016,1741,65,2,1,1,12,1
61341,2016,1742,63,1,1,1,13,0
61342,2016,1743,49,1,2,1,12,3
61343,2016,1744,76,1,1,1,15,5
61344,2016,1745,65,1,1,1,6,0
61345,2016,1746,28,1,1,1,16,3
61346,2016,1747,82,2,1,1,13,0
61347,2016,1748,49,1,1,1,12,0
61348,2016,1749,33,1,2,1,18,2
61349,2016,1750,60,1,1,1,14,0
61350,2016,1751,69,2,1,1,14,8
61351,2016,1752,39,2,2,1,14,5
61352,2016,1753,37,2,2,1,16,3
61353,2016,1754,44,2,2,1,14,2
61354,2016,1755,36,2,1,1,16,2
61355,2016,1756,43,1,4,1,14,2
61356,2016,1757,44,1,2,1,12,3
61357,2016,1758,66,2,2,1,20,5
61358,2016,1759,75,2,2,1,7,4
61359,2016,1760,73,2,1,1,12,4
61360,2016,1761,61,1,2,1,8,0
61361,2016,1762,58,1,2,1,5,0
61362,2016,1763,37,2,1,1,15,2
61363,2016,1764,30,1,2,1,14,5
61364,2016,1765,44,2,2,1,12,0
61365,2016,1766,48,1,2,1,12,5
61366,2016,1767,57,2,1,1,12,0
61367,2016,1768,47,1,2,1,12,3
61368,2016,1769,67,1,2,1,13,5
61369,2016,1770,70,2,2,1,8,4
61370,2016,1771,69,2,2,1,16,5
61371,2016,1772,38,2,2,1,14,0
61372,2016,1773,25,2,2,1,16,3
61373,2016,1774,39,2,1,1,16,2
61374,2016,1775,55,2,1,1,14,0
61375,2016,1776,27,1,3,2,14,1
61376,2016,1777,21,2,1,1,12,1
61377,2016,1778,59,2,1,1,12,0
61378,2016,1779,61,2,2,1,16,4
61379,2016,1780,58,2,2,1,12,4
61380,2016,1781,52,1,1,1,14,1
61381,2016,1782,61,2,1,1,18,5
61382,2016,1783,63,2,1,1,17,5
61383,2016,1784,86,1,1,1,17,0
61384,2016,1785,82,2,1,1,14,5
61385,2016,1786,32,1,2,1,12,0
61386,2016,1787,50,1,1,2,12,1
61387,2016,1788,55,2,6,1,14,5
61388,2016,1789,38,1,1,1,12,0
61389,2016,1790,39,2,2,1,13,0
61390,2016,1791,19,1,2,1,13,2
61391,2016,1792,45,2,2,1,15,0
61392,2016,1793,23,1,2,1,12,0
61393,2016,1794,73,2,1,1,18,3
