CASEID,SEX,EDUC,AGE,NATEDUC,NATFARE,NATROAD,NATMASS,NATHEAL,NATENVIR
58908,2,16,33,1,3,2,1,1,1
58926,2,16,54,1,2,2,2,2,1
59033,2,16,35,1,3,2,2,1,2
59108,2,16,77,1,1,1,1,1,1
59192,2,16,57,1,1,3,3,2,1
59203,2,16,99,1,1,1,2,1,1
59234,2,16,36,1,3,2,1,1,1
59262,2,16,32,1,3,2,2,1,2
59586,2,16,53,1,1,3,1,1,1
57191,1,17,77,1,1,2,2,1,1
57508,1,17,65,1,2,2,1,2,2
57543,1,17,38,1,2,1,1,1,1
57683,1,17,67,1,2,1,2,2,2
57854,1,17,59,1,1,1,1,1,1
58365,1,17,81,1,1,1,1,1,1
58398,1,17,29,1,3,1,1,1,1
58888,1,17,30,1,3,1,2,2,1
57066,2,17,74,1,2,1,1,1,2
57092,2,17,99,1,3,1,3,1,1
57117,2,17,24,1,1,2,2,1,1
57207,2,17,38,1,3,2,3,1,2
57384,2,17,70,1,1,1,1,1,1
57509,2,17,41,1,2,2,1,1,1
57651,2,17,40,1,3,3,1,1,2
57671,2,17,74,1,3,1,2,1,3
57967,2,17,38,1,1,3,2,1,1
58606,2,17,36,1,1,1,1,1,1
58792,2,17,67,1,3,2,1,1,2
58858,2,17,44,1,2,1,2,2,2
58974,2,17,30,1,3,2,1,1,1
58985,2,17,38,1,3,2,2,1,1
59077,2,17,37,1,3,1,2,1,2
59440,2,17,23,1,1,2,1,1,1
57329,1,18,78,1,1,2,1,2,2
57332,1,18,43,1,3,1,1,1,1
57404,1,18,50,1,2,1,1,2,1
57416,1,18,29,1,3,1,2,1,1
57567,1,18,66,1,2,1,1,1,1
57751,1,18,65,1,1,1,1,1,1
57786,1,18,40,1,3,2,2,1,1
57896,1,18,99,1,1,1,1,1,1
57929,1,18,35,1,2,1,1,1,1
58014,1,18,40,1,3,1,1,2,2
58093,1,18,47,1,1,2,2,1,1
58254,1,18,30,1,3,2,1,2,2
58596,1,18,30,1,3,2,1,2,1
58770,1,18,39,1,3,2,2,1,2
58790,1,18,60,1,2,1,1,2,1
58801,1,18,46,1,2,1,1,2,1
58976,1,18,55,1,3,2,2,2,3
59291,1,18,48,1,1,2,2,1,1
59360,1,18,76,1,2,1,2,1,1
59461,1,18,38,1,2,1,1,2,2
57112,2,18,52,1,3,2,1,1,1
57119,2,18,44,1,3,1,2,3,1
57137,2,18,41,1,2,2,2,2,1
57183,2,18,61,1,3,1,2,1,1
57331,2,18,46,1,3,1,1,1,2
57549,2,18,54,1,3,2,1,1,1
57611,2,18,76,1,2,1,2,1,1
57802,2,18,38,1,2,2,1,1,1
57924,2,18,29,1,1,2,1,1,1
58030,2,18,48,1,3,1,1,2,1
58188,2,18,39,1,3,3,2,3,2
58302,2,18,62,1,2,2,1,1,1
58324,2,18,53,1,1,2,2,1,1
58432,2,18,55,1,1,2,2,1,1
58514,2,18,56,1,3,2,2,2,1
58593,2,18,99,1,1,2,1,2,1
58644,2,18,37,1,2,2,1,1,2
58650,2,18,56,1,1,1,1,1,1
58668,2,18,37,1,3,2,2,1,1
58800,2,18,43,1,3,2,1,1,1
58812,2,18,69,1,3,2,2,1,2
58861,2,18,67,1,2,2,3,3,1
58870,2,18,85,1,3,1,3,2,3
58904,2,18,43,1,1,1,1,1,1
58981,2,18,31,1,3,2,2,3,3
59097,2,18,78,1,2,2,2,1,2
59287,2,18,43,1,2,2,1,3,3
59385,2,18,45,1,3,1,1,1,1
59464,2,18,54,1,3,2,2,2,1
57344,1,19,32,1,3,1,2,1,1
57382,1,19,27,1,2,2,2,1,1
57562,1,19,74,1,1,1,1,1,1
57832,1,19,31,1,2,2,2,1,1
58492,1,19,59,1,2,1,1,2,1
58513,1,19,32,1,1,2,2,1,1
58666,1,19,43,1,3,1,1,1,1
57368,2,19,34,1,2,2,2,2,1
57393,2,19,73,1,1,1,1,1,1
57921,2,19,29,1,2,2,1,1,1
57974,2,19,51,1,1,2,2,1,1
58098,2,19,30,1,3,2,2,1,1
58370,2,19,36,1,2,1,1,2,1
58490,2,19,58,1,1,1,1,1,1
58889,2,19,36,1,3,1,2,2,2
59113,2,19,29,1,3,1,1,1,1
59538,2,19,72,1,1,1,1,1,1
59576,2,19,69,1,1,1,1,2,1
57170,1,20,42,1,3,1,1,1,2
57189,1,20,38,1,1,2,1,1,1
57444,1,20,57,1,3,2,2,1,1
57469,1,20,88,1,1,1,1,1,1
57507,1,20,59,1,2,1,1,2,1
57602,1,20,44,1,2,1,1,2,2
57850,1,20,35,1,3,2,1,1,1
58045,1,20,67,1,1,1,1,1,1
58304,1,20,29,1,3,1,2,2,1
58358,1,20,52,1,3,1,1,1,1
58453,1,20,45,1,2,1,2,2,2
58459,1,20,58,1,1,2,2,1,1
58826,1,20,53,1,1,1,1,1,1
58994,1,20,66,1,2,2,1,2,1
59239,1,20,37,1,2,2,1,1,1
59395,1,20,27,1,1,2,1,1,1
59396,1,20,43,1,3,2,2,1,2
59435,1,20,40,1,2,1,1,1,2
57124,2,20,47,1,2,2,2,1,1
57133,2,20,66,1,1,1,1,1,1
57213,2,20,84,1,2,1,1,1,1
57233,2,20,45,1,2,1,1,1,1
57459,2,20,36,1,1,1,2,1,1
57485,2,20,57,1,2,2,1,1,2
57510,2,20,60,1,2,2,1,2,1
57653,2,20,56,1,3,2,2,2,1
57748,2,20,47,1,3,1,2,1,2
57750,2,20,67,1,3,2,2,3,3
57794,2,20,58,1,1,1,1,1,1
57813,2,20,32,1,3,1,2,1,1
57944,2,20,51,1,3,3,2,2,1
58010,2,20,76,1,2,1,2,2,2
58080,2,20,66,1,1,3,1,1,1
58260,2,20,31,1,3,1,3,3,2
58361,2,20,24,1,2,1,2,2,1
58493,2,20,70,1,2,1,1,2,1
58712,2,20,52,1,2,1,1,2,1
58890,2,20,32,1,1,2,2,1,2
59131,2,20,34,1,3,2,2,3,2
59207,2,20,27,1,2,1,1,1,1
59284,2,20,42,1,1,2,1,1,1
59532,2,0,35,2,2,2,2,2,2
58305,1,3,62,2,3,2,2,2,2
59266,2,3,88,2,2,2,2,1,2
59178,1,4,76,2,2,2,2,2,2
57072,2,5,43,2,2,2,2,2,2
57778,2,6,27,2,2,2,1,2,2
59039,2,6,65,2,3,3,2,2,3
59157,2,6,43,2,1,2,3,1,1
59186,2,6,41,2,3,2,2,2,2
58502,1,8,78,2,1,2,1,2,2
58750,1,8,62,2,3,2,2,2,2
59320,1,8,58,2,3,2,2,2,1
58284,2,8,33,2,1,1,1,2,2
58430,2,8,19,2,3,3,2,2,2
58523,2,8,79,2,3,3,1,2,1
59410,2,8,45,2,3,3,2,2,1
57267,1,9,50,2,2,2,1,2,2
58315,1,9,55,2,2,2,3,2,1
58525,1,9,46,2,3,2,2,2,2
58573,1,9,65,2,3,2,2,2,3
58589,1,9,28,2,3,1,2,2,2
59161,1,9,56,2,2,1,1,1,2
59071,2,9,31,2,2,3,2,1,2
59273,2,9,36,2,2,2,1,1,1
59475,2,9,57,2,2,2,2,1,1
59490,2,9,87,2,3,1,2,2,2
57356,1,10,31,2,3,1,2,1,2
57400,1,10,23,2,2,2,2,2,2
58535,1,10,75,2,3,2,3,1,2
59090,1,10,49,2,1,3,1,1,2
57324,2,10,25,2,3,2,2,2,1
58327,2,10,62,2,2,3,2,1,2
58739,2,10,74,2,3,2,1,1,2
57636,1,11,75,2,2,1,2,1,1
58941,1,11,19,2,2,2,2,1,3
59309,1,11,52,2,1,1,1,2,3
57075,2,11,40,2,3,1,2,2,2
57084,2,11,42,2,2,3,1,2,2
58229,2,11,42,2,2,2,2,1,2
58265,2,11,72,2,1,1,1,1,1
58670,2,11,70,2,2,2,2,2,1
59023,2,11,34,2,3,1,1,1,2
59244,2,11,45,2,1,3,2,1,1
59345,2,11,70,2,2,1,2,2,2
59552,2,11,83,2,3,3,2,2,2
57208,1,12,37,2,3,3,2,3,1
57248,1,12,62,2,2,1,2,1,1
57298,1,12,19,2,2,3,2,1,1
57603,1,12,61,2,3,2,2,1,2
57666,1,12,30,2,3,2,2,3,2
57729,1,12,19,2,2,2,1,1,1
58003,1,12,23,2,2,2,1,2,2
58005,1,12,42,2,3,2,2,1,2
58125,1,12,68,2,3,2,2,2,2
58159,1,12,65,2,2,2,2,2,3
58278,1,12,26,2,1,2,2,1,1
58333,1,12,67,2,3,2,2,2,1
58395,1,12,20,2,2,3,2,2,1
58415,1,12,49,2,3,2,3,2,3
58440,1,12,58,2,3,1,2,1,1
58574,1,12,68,2,3,2,2,3,2
58600,1,12,63,2,2,2,2,1,2
58762,1,12,47,2,3,1,2,1,2
58808,1,12,41,2,2,2,2,2,2
58823,1,12,52,2,3,2,2,2,2
58831,1,12,71,2,1,1,2,1,3
58869,1,12,50,2,2,2,2,1,1
58876,1,12,33,2,3,2,1,1,1
58938,1,12,64,2,3,1,1,2,2
58939,1,12,61,2,3,2,1,2,2
58951,1,12,42,2,3,1,2,3,2
59123,1,12,21,2,1,1,2,3,1
59243,1,12,27,2,3,2,2,1,1
59259,1,12,65,2,1,2,1,3,1
59331,1,12,62,2,3,1,3,1,2
59333,1,12,63,2,2,1,2,1,2
59430,1,12,32,2,3,1,1,3,2
59454,1,12,28,2,3,1,2,1,1
59591,1,12,62,2,3,1,2,2,2
57083,2,12,36,2,1,2,1,2,2
57494,2,12,89,2,1,2,2,1,1
57554,2,12,34,2,3,2,1,1,2
57662,2,12,70,2,1,3,2,1,1
57738,2,12,47,2,2,3,2,2,2
57814,2,12,25,2,2,3,2,1,1
57826,2,12,53,2,2,1,1,1,1
57837,2,12,89,2,1,2,1,1,1
57849,2,12,40,2,1,3,2,1,3
57855,2,12,30,2,2,3,1,1,1
58128,2,12,77,2,1,1,2,1,2
58193,2,12,65,2,1,2,2,1,2
58216,2,12,50,2,2,2,2,1,1
58241,2,12,36,2,3,1,2,2,2
58251,2,12,51,2,1,3,1,1,1
58258,2,12,67,2,2,1,1,1,1
58292,2,12,64,2,3,2,2,2,1
58299,2,12,21,2,2,2,2,2,1
58350,2,12,83,2,3,2,2,1,2
58357,2,12,73,2,1,1,2,1,2
58494,2,12,67,2,2,1,2,1,2
58541,2,12,19,2,3,3,2,1,1
58590,2,12,78,2,3,2,2,2,2
58647,2,12,55,2,2,2,2,2,2
58719,2,12,26,2,1,1,1,1,1
58783,2,12,30,2,3,1,2,2,1
58935,2,12,46,2,3,2,2,1,1
58950,2,12,87,2,2,1,2,3,2
59074,2,12,28,2,2,2,2,2,2
59152,2,12,63,2,3,2,2,1,1
59175,2,12,36,2,2,3,3,2,2
59283,2,12,32,2,3,2,1,2,3
59370,2,12,58,2,3,3,2,3,3
59420,2,12,83,2,2,1,2,3,2
59436,2,12,52,2,3,2,3,2,1
59462,2,12,47,2,3,1,2,2,1
59502,2,12,39,2,3,3,2,3,2
59503,2,12,31,2,2,1,2,2,2
59556,2,12,43,2,2,1,2,3,2
59563,2,12,35,2,1,3,2,1,2
59599,2,12,71,2,3,1,2,2,1
57088,1,13,35,2,3,2,2,1,1
57317,1,13,58,2,1,3,3,3,1
57604,1,13,80,2,3,1,2,2,3
57878,1,13,25,2,3,2,1,2,2
58110,1,13,81,2,2,1,1,2,2
58239,1,13,25,2,3,1,2,1,1
58556,1,13,55,2,3,2,1,3,3
58614,1,13,21,2,2,2,1,1,1
59194,1,13,27,2,2,2,1,1,1
59443,1,13,28,2,3,1,2,2,2
59470,1,13,64,2,3,1,1,2,1
57439,2,13,20,2,2,3,2,3,1
58083,2,13,50,2,2,2,2,1,2
58509,2,13,23,2,2,1,2,2,2
58617,2,13,65,2,1,3,2,2,2
58947,2,13,46,2,3,2,2,2,2
57103,1,14,80,2,3,1,1,2,1
57186,1,14,32,2,2,2,2,1,1
57755,1,14,80,2,3,1,1,1,1
57819,1,14,54,2,1,2,1,1,1
58046,1,14,49,2,2,2,2,2,2
58214,1,14,89,2,3,1,2,2,2
58397,1,14,41,2,2,2,1,3,3
58438,1,14,47,2,2,2,2,1,2
58461,1,14,61,2,2,2,1,2,1
58539,1,14,43,2,2,1,2,2,2
58797,1,14,32,2,2,2,1,2,2
58887,1,14,23,2,2,1,2,1,1
58958,1,14,43,2,3,2,2,2,2
58984,1,14,59,2,3,2,2,1,2
59388,1,14,70,2,3,1,3,1,2
59514,1,14,84,2,3,2,2,2,2
59516,1,14,71,2,3,2,1,2,3
57202,2,14,29,2,3,2,2,2,2
57281,2,14,41,2,2,1,1,2,1
57314,2,14,66,2,2,1,2,1,1
57386,2,14,54,2,1,2,1,1,1
57458,2,14,55,2,2,2,2,1,2
57536,2,14,53,2,2,3,2,2,2
57537,2,14,40,2,3,3,2,1,1
57742,2,14,32,2,3,2,2,2,2
57749,2,14,57,2,2,1,1,2,2
57787,2,14,51,2,3,2,2,1,2
58088,2,14,39,2,1,3,3,1,1
58198,2,14,70,2,2,1,1,2,1
58408,2,14,35,2,3,2,1,1,1
58524,2,14,43,2,3,1,2,2,2
58686,2,14,44,2,3,2,1,2,2
58747,2,14,48,2,1,2,2,1,2
58825,2,14,25,2,3,3,2,3,1
59167,2,14,67,2,3,1,2,3,2
59173,2,14,42,2,2,1,1,2,1
57152,1,15,45,2,3,1,1,1,2
57487,1,15,39,2,3,2,2,3,3
57673,1,15,58,2,1,1,2,2,2
57785,1,15,37,2,3,2,2,2,1
57839,1,15,40,2,3,2,2,2,1
58053,1,15,72,2,3,1,1,2,1
58298,1,15,44,2,1,1,3,1,2
58452,1,15,53,2,1,1,2,1,1
58743,1,15,72,2,3,1,1,2,3
58992,1,15,34,2,2,2,2,2,1
59295,1,15,40,2,2,1,1,2,1
57372,2,15,25,2,2,2,2,2,2
58155,2,15,58,2,2,3,2,1,1
59030,2,15,26,2,3,3,2,1,1
57062,1,16,53,2,3,1,2,3,2
57385,1,16,58,2,3,2,2,2,1
57594,1,16,22,2,2,2,2,2,2
57648,1,16,47,2,3,2,2,3,1
57672,1,16,57,2,2,2,1,2,2
57681,1,16,64,2,2,1,1,2,2
57892,1,16,58,2,3,1,1,1,1
57915,1,16,89,2,2,1,2,2,2
58120,1,16,57,2,3,1,2,1,2
58162,1,16,64,2,3,2,1,2,2
58354,1,16,63,2,3,3,2,3,1
58364,1,16,53,2,3,1,1,2,1
58475,1,16,33,2,1,2,3,1,1
58515,1,16,34,2,3,1,1,2,2
58944,1,16,44,2,2,2,3,1,2
58968,1,16,37,2,3,3,3,3,3
58977,1,16,64,2,3,1,1,1,1
59222,1,16,65,2,3,1,2,2,3
59226,1,16,40,2,2,1,1,2,3
59257,1,16,61,2,1,1,1,1,1
59322,1,16,48,2,2,2,2,3,3
59325,1,16,38,2,2,1,1,1,1
59375,1,16,27,2,3,2,2,1,1
59587,1,16,52,2,2,2,2,2,2
57196,2,16,62,2,2,1,2,1,1
58101,2,16,63,2,2,2,2,2,3
58140,2,16,73,2,3,1,2,1,1
58191,2,16,55,2,3,1,2,3,2
58878,2,16,57,2,3,2,2,1,1
58896,2,16,24,2,3,2,2,1,1
58919,2,16,37,2,1,2,2,1,1
59016,2,16,55,2,3,1,2,2,1
59237,2,16,40,2,1,2,2,1,1
59423,2,16,77,2,3,2,2,2,2
59468,2,16,54,2,3,1,2,1,2
57166,1,17,51,2,2,2,2,2,2
57505,1,17,44,2,3,2,2,2,1
57522,1,17,72,2,2,1,1,1,1
58113,1,17,77,2,3,1,1,2,1
58118,1,17,44,2,1,1,1,1,1
58895,1,17,24,2,3,2,1,2,1
59484,1,17,30,2,3,2,2,2,3
57560,2,17,50,2,2,2,1,1,1
58008,2,17,36,2,3,2,2,2,2
59344,2,17,39,2,3,2,1,1,2
57834,1,18,74,2,3,1,1,2,2
58457,1,18,37,2,3,1,1,2,2
57224,2,18,75,2,2,1,1,1,1
57401,2,18,64,2,3,1,2,2,2
57670,2,18,80,2,3,1,2,1,1
58225,2,18,66,2,3,2,2,2,2
57484,1,19,60,2,2,2,2,2,2
58133,1,19,75,2,3,2,1,2,2
58330,2,19,32,2,3,1,1,2,1
57378,1,20,55,2,1,3,3,2,2
57403,1,20,82,2,2,1,3,3,2
58894,1,20,56,2,3,1,2,3,2
59048,1,20,60,2,3,2,2,2,2
59122,2,20,86,2,3,1,2,2,1
59509,1,0,62,3,2,2,2,2,2
57272,2,3,53,3,3,3,2,2,3
57271,2,6,41,3,3,3,2,2,1
58280,2,6,43,3,2,3,2,1,2
58059,1,9,75,3,3,1,1,1,1
59037,1,10,84,3,2,1,2,1,2
59060,2,11,32,3,3,1,1,3,1
57205,1,12,55,3,2,1,2,3,1
58318,1,12,73,3,3,2,3,2,3
58352,1,12,50,3,1,1,1,3,3
58563,1,12,53,3,3,1,2,3,3
58961,1,12,71,3,2,1,2,1,1
57174,2,12,29,3,3,1,3,3,1
57580,2,12,74,3,3,3,3,2,3
57682,2,12,71,3,3,2,2,3,3
57865,2,12,86,3,3,1,2,3,1
58679,2,12,36,3,1,2,2,3,3
59105,2,12,61,3,3,2,2,3,2
59346,2,12,26,3,3,3,2,2,2
58169,1,13,52,3,3,3,1,3,2
58946,1,13,55,3,3,1,2,3,3
59598,1,13,27,3,3,2,1,2,1
57226,2,13,63,3,3,2,2,3,1
57698,2,13,55,3,1,1,3,1,2
58978,2,13,58,3,3,1,3,3,3
59116,2,13,77,3,3,2,2,3,1
57099,1,14,31,3,3,3,2,1,1
57214,1,14,54,3,3,2,2,1,1
57877,1,14,69,3,3,1,3,3,3
58784,1,14,82,3,3,1,2,3,2
57247,2,14,45,3,3,2,1,1,1
57669,2,14,71,3,3,1,2,3,3
57760,2,14,50,3,3,1,2,2,3
58015,2,14,44,3,3,2,2,2,2
58165,2,14,50,3,2,1,2,2,3
58694,2,14,88,3,3,1,3,3,2
59565,2,14,67,3,3,1,2,1,2
58620,1,15,54,3,3,1,1,3,3
57077,1,16,56,3,3,1,2,2,2
57313,1,16,72,3,3,1,2,2,3
57383,1,16,62,3,3,1,3,1,3
57831,1,16,43,3,2,1,1,3,2
58168,1,16,60,3,3,1,3,3,3
58192,1,16,71,3,3,3,3,3,3
58210,1,16,50,3,3,1,1,3,3
58294,1,16,53,3,3,2,3,3,3
58377,1,16,47,3,3,2,3,2,2
58848,1,16,79,3,3,1,1,2,3
59138,1,16,33,3,2,3,1,3,2
57761,2,16,58,3,3,2,2,2,2
58029,2,16,78,3,3,1,1,3,3
58050,2,16,39,3,3,2,2,3,2
59448,2,16,54,3,3,1,2,3,3
59523,2,16,61,3,3,2,3,2,3
57984,1,17,55,3,3,2,1,3,2
58435,1,17,44,3,3,3,3,3,3
57518,1,18,71,3,3,1,3,1,3
57564,1,18,65,3,3,2,2,2,2
59275,2,18,53,3,3,1,2,3,3
59478,2,18,63,3,3,1,3,3,3
57904,1,19,68,3,3,1,3,2,3
58914,1,19,80,3,2,1,1,2,2
58782,1,20,52,3,3,1,2,3,3
59349,1,20,62,3,3,2,3,2,2
59329,2,20,70,3,3,1,2,3,1
57172,1,16,23,1,1,1,2,1,2
57377,1,12,25,1,1,1,1,1,1
57553,1,16,25,1,1,1,1,1,1
57363,1,12,26,1,1,1,3,1,1
57550,1,16,38,1,1,1,1,1,2
57423,1,12,40,1,1,1,1,1,1
58054,1,13,42,1,1,1,2,1,1
57113,1,16,42,1,1,1,2,1,1
57245,1,12,46,1,1,1,2,1,1
57932,1,15,53,1,1,1,1,1,1
57284,1,16,56,1,1,1,2,1,2
57854,1,17,59,1,1,1,1,1,1
57161,1,11,62,1,1,1,1,1,1
57856,1,13,63,1,1,1,1,1,1
57418,1,15,63,1,1,1,3,3,1
57566,1,16,63,1,1,1,1,1,1
57872,1,12,64,1,1,1,1,2,1
57367,1,16,65,1,1,1,1,1,1
57751,1,18,65,1,1,1,1,1,1
57512,1,16,66,1,1,1,1,1,1
57665,1,16,66,1,1,1,1,1,1
58045,1,20,67,1,1,1,1,1,1
57643,1,12,70,1,1,1,2,1,1
57466,1,16,70,1,1,1,1,1,1
57562,1,19,74,1,1,1,1,1,1
57469,1,20,88,1,1,1,1,1,1
57896,1,18,99,1,1,1,1,1,1
57297,2,15,23,1,1,1,1,1,1
57499,2,16,25,1,1,1,1,1,1
57063,2,16,26,1,1,1,1,3,2
57534,2,14,28,1,1,1,2,1,2
57781,2,16,29,1,1,1,1,1,1
57082,2,14,30,1,1,1,2,1,3
57380,2,10,31,1,1,1,2,2,2
57256,2,13,36,1,1,1,1,1,1
57459,2,20,36,1,1,1,2,1,1
57328,2,13,40,1,1,1,1,1,1
57701,2,11,49,1,1,1,2,1,1
57341,2,14,50,1,1,1,3,1,1
57094,2,16,54,1,1,1,1,1,1
57918,2,11,56,1,1,1,2,1,1
58041,2,14,56,1,1,1,1,1,1
57457,2,16,58,1,1,1,2,1,2
57794,2,20,58,1,1,1,1,1,1
57798,2,12,62,1,1,1,2,1,1
58034,2,15,62,1,1,1,1,1,2
57722,2,16,64,1,1,1,2,1,1
57133,2,20,66,1,1,1,1,1,1
57384,2,17,70,1,1,1,1,1,1
57393,2,19,73,1,1,1,1,1,1
57668,2,12,81,1,1,1,1,1,2
57188,2,15,89,1,1,1,3,2,2
57673,1,15,58,2,1,1,2,2,2
57698,2,13,55,3,1,1,3,1,2
57500,1,16,24,1,2,1,1,1,1
57973,1,8,27,1,2,1,2,2,2
57135,1,16,27,1,2,1,2,1,1
57516,1,16,28,1,2,1,1,2,1
57532,1,16,28,1,2,1,2,2,1
58023,1,16,30,1,2,1,2,2,1
57929,1,18,35,1,2,1,1,1,1
57543,1,17,38,1,2,1,1,1,1
57602,1,20,44,1,2,1,1,2,2
57218,1,14,48,1,2,1,1,1,2
57404,1,18,50,1,2,1,1,2,1
57911,1,12,52,1,2,1,2,1,1
57138,1,16,54,1,2,1,2,2,1
57453,1,12,55,1,2,1,1,1,1
57767,1,7,58,1,2,1,2,1,1
57292,1,12,59,1,2,1,1,2,1
57507,1,20,59,1,2,1,1,2,1
57590,1,12,60,1,2,1,2,2,2
58021,1,16,60,1,2,1,2,3,2
57585,1,12,63,1,2,1,1,1,1
57874,1,12,63,1,2,1,1,1,3
57199,1,16,63,1,2,1,1,1,1
57437,1,16,63,1,2,1,1,1,1
58009,1,16,64,1,2,1,1,1,1
57558,1,12,66,1,2,1,1,1,1
57392,1,15,66,1,2,1,1,1,1
57567,1,18,66,1,2,1,1,1,1
57683,1,17,67,1,2,1,2,2,2
57609,1,16,70,1,2,1,1,1,1
57828,1,12,75,1,2,1,2,1,1
57429,2,16,24,1,2,1,1,1,1
57779,2,12,27,1,2,1,1,1,2
57737,2,13,32,1,2,1,2,1,1
57965,2,12,34,1,2,1,1,1,1
57575,2,13,34,1,2,1,2,1,1
57276,2,11,35,1,2,1,2,1,1
57391,2,12,39,1,2,1,2,2,1
57295,2,16,41,1,2,1,1,1,1
57492,2,12,42,1,2,1,1,2,2
57703,2,16,42,1,2,1,2,1,1
57960,2,16,43,1,2,1,1,1,1
57233,2,20,45,1,2,1,1,1,1
57710,2,12,46,1,2,1,2,2,1
57362,2,16,54,1,2,1,1,2,1
57881,2,12,55,1,2,1,1,1,1
57910,2,15,56,1,2,1,2,3,2
57866,2,12,57,1,2,1,3,1,1
57864,2,12,58,1,2,1,2,1,2
57296,2,16,59,1,2,1,1,2,1
57547,2,16,60,1,2,1,2,1,1
57801,2,12,64,1,2,1,1,1,1
57408,2,12,69,1,2,1,2,3,3
57066,2,17,74,1,2,1,1,1,2
57611,2,18,76,1,2,1,2,1,1
58010,2,20,76,1,2,1,2,2,2
57213,2,20,84,1,2,1,1,1,1
57354,2,12,87,1,2,1,1,1,2
57248,1,12,62,2,2,1,2,1,1
57681,1,16,64,2,2,1,1,2,2
57522,1,17,72,2,2,1,1,1,1
57636,1,11,75,2,2,1,2,1,1
57403,1,20,82,2,2,1,3,3,2
57915,1,16,89,2,2,1,2,2,2
57281,2,14,41,2,2,1,1,2,1
57826,2,12,53,2,2,1,1,1,1
57749,2,14,57,2,2,1,1,2,2
57196,2,16,62,2,2,1,2,1,1
57314,2,14,66,2,2,1,2,1,1
57224,2,18,75,2,2,1,1,1,1
57831,1,16,43,3,2,1,1,3,2
57205,1,12,55,3,2,1,2,3,1
57351,1,14,20,1,3,1,2,3,1
57893,1,12,25,1,3,1,1,2,1
57491,1,16,25,1,3,1,2,1,1
58026,1,16,29,1,3,1,1,2,1
57416,1,18,29,1,3,1,2,1,1
57520,1,10,31,1,3,1,2,1,1
57344,1,19,32,1,3,1,2,1,1
57606,1,12,33,1,3,1,1,1,1
57966,1,12,34,1,3,1,1,2,2
57620,1,12,36,1,3,1,2,1,1
58014,1,18,40,1,3,1,1,2,2
57170,1,20,42,1,3,1,1,1,2
58016,1,12,43,1,3,1,2,3,2
57432,1,16,43,1,3,1,2,1,1
57332,1,18,43,1,3,1,1,1,1
57171,1,16,45,1,3,1,2,2,1
57219,1,12,46,1,3,1,1,2,3
57766,1,14,48,1,3,1,3,1,3
57440,1,16,49,1,3,1,1,3,1
57587,1,10,50,1,3,1,3,1,3
57142,1,11,51,1,3,1,3,1,2
57715,1,12,51,1,3,1,1,1,1
57985,1,16,51,1,3,1,2,1,1
57488,1,15,52,1,3,1,1,3,1
57792,1,16,53,1,3,1,1,2,2
57635,1,14,54,1,3,1,2,1,2
57073,1,11,56,1,3,1,1,3,3
57993,1,12,56,1,3,1,2,2,2
57745,1,12,57,1,3,1,1,1,1
57238,1,15,59,1,3,1,1,3,1
57775,1,16,61,1,3,1,1,1,1
57997,1,13,63,1,3,1,2,1,1
57725,1,11,79,1,3,1,1,1,1
57624,1,15,79,1,3,1,2,2,1
57168,1,16,81,1,3,1,2,2,1
57692,2,14,21,1,3,1,1,1,1
57489,2,10,22,1,3,1,1,1,1
57454,2,14,22,1,3,1,2,1,1
57348,2,12,26,1,3,1,1,1,1
57799,2,12,26,1,3,1,2,1,1
57912,2,15,28,1,3,1,1,3,1
57322,2,13,30,1,3,1,2,1,2
57876,2,14,30,1,3,1,1,1,1
57425,2,16,30,1,3,1,2,2,1
57628,2,16,30,1,3,1,1,2,2
57468,2,16,31,1,3,1,2,1,2
57813,2,20,32,1,3,1,2,1,1
57119,2,18,44,1,3,1,2,3,1
57331,2,18,46,1,3,1,1,1,2
57748,2,20,47,1,3,1,2,1,2
58030,2,18,48,1,3,1,1,2,1
58032,2,16,49,1,3,1,1,1,1
57106,2,16,50,1,3,1,2,2,1
57887,2,8,52,1,3,1,2,1,1
57464,2,14,52,1,3,1,1,1,1
57945,2,13,53,1,3,1,1,1,2
57531,2,15,55,1,3,1,1,3,1
57422,2,12,57,1,3,1,1,3,1
57428,2,15,58,1,3,1,2,1,1
57773,2,10,59,1,3,1,1,1,1
57325,2,11,59,1,3,1,2,1,1
57183,2,18,61,1,3,1,2,1,1
57661,2,15,62,1,3,1,1,1,1
57632,2,14,65,1,3,1,1,1,2
58044,2,16,66,1,3,1,2,1,2
58013,2,16,67,1,3,1,1,1,1
57100,2,10,69,1,3,1,2,2,2
57577,2,16,69,1,3,1,3,3,1
57646,2,13,70,1,3,1,1,1,3
57671,2,17,74,1,3,1,2,1,3
57706,2,10,76,1,3,1,1,3,3
57808,2,11,79,1,3,1,2,2,2
57185,2,16,79,1,3,1,1,1,1
58057,2,13,84,1,3,1,1,1,2
57092,2,17,99,1,3,1,3,1,1
57356,1,10,31,2,3,1,2,1,2
57152,1,15,45,2,3,1,1,1,2
57062,1,16,53,2,3,1,2,3,2
57892,1,16,58,2,3,1,1,1,1
58053,1,15,72,2,3,1,1,2,1
57834,1,18,74,2,3,1,1,2,2
57604,1,13,80,2,3,1,2,2,3
57103,1,14,80,2,3,1,1,2,1
57755,1,14,80,2,3,1,1,1,1
57075,2,11,40,2,3,1,2,2,2
57401,2,18,64,2,3,1,2,2,2
57670,2,18,80,2,3,1,2,1,1
